27.53	27.93
26.88	27.61
26.54	26.37
25.09	24.99
25.42	26.94
25.97	24.34
26.06	25.63
28.07	25.42
26.84	23.66
24.29	23.6
26.52	24.88
26.08	25.7
25.5	24.51
24.74	24.33
26.24	25.9
26.28	25.77
27.29	27.22
27.91	27.52
26.62	27.37
25.38	27.66
24.58	25.71
24.4	25.96
25.15	25.83
25.17	26.6
25.75	26.21
25.28	27
24.94	27.51
24.92	26.85
25.25	27.44
24.45	25.68
25.83	24.6
26.65	26.01
26.46	26.68
25.81	26.54
26.96	25.18
28.08	26.89
29.21	27.92
28.19	28.61
28.49	28.24
27.61	25.14
25.01	22.86
27.63	23.33
27.94	23.57
28.08	25.13
27.96	24.33
27.22	24.36
26.09	23.87
26.69	24.1
26.68	22.9
27.08	21.69
27.01	23.33
26.67	23.59
26.47	22.53
-999	22.24
-999	23.36
-999	24.76
25.555	24.5
26.76	23.49
26.54	22.88
25.615	23.87
24.66	24.18
26.47	24.31
26.565	25.36
27.91	26.43
28.765	25.85
27.405	25.38
28.87	25.93
28.71	25.8
26.9	25.27
26	25.82
24.155	24.37
24.6	24.5
26.34	24.48
26.76	25.15
26.44	25.49
25.96	23.25
27.015	24.86
27.81	24.96
28.09	25.85
27.845	26.13
26.645	25.76
26.59	25.47
27.52	24.19
28.18	25.05
28.37	25.18
28.605	24.95
28.705	25.03
28.32	24.41
27.51	24.07
-999	24.39
-999	25.81
-999	24.7
-999	24.84
-999	24.48
-999	25.15
-999	23.48
-999	24.79
-999	25.7
-999	24.66
-999	24.06
-999	24.54
-999	25.03
-999	26.12
-999	23.72
-999	24.58
-999	23.49
-999	24.4
-999	24.7
-999	25.42
-999	24.77
-999	25.91
-999	24.3
-999	24.28
-999	24.82
-999	25.5
-999	26.29
27.05	25.02
25.86	24.78
25.73	24.44
26.77	24.73
26.66	24.55
27.14	24.68
27.16	23.93
26.35	24.87
26.71	24.24
26.03	23.26
25.62	21.75
25.31	19.5
25.08	17.92
24.86	16.67
24.88	19.07
24.9	21.36
25.36	22.11
25.53	22.4
25.21	22.16
25.63	22.94
25.5	21.68
25.39	21.75
25.33	21.72
25.41	21.1
25.43	21.07
25.62	21.68
25.64	21.31
25.4	20.27
25.3	20.38
25.11	20.82
24.92	20.18
24.97	20.7
24.79	19.3
24.66	18.38
24.58	20.1
24.48	20.74
24.22	20.5
24.2	20.59
24.51	20.36
24.41	20.5
24.41	20.17
24.29	21.06
24.15	19.62
23.88	18.5
23.87	18.6
23.85	17.86
23.67	19.01
23.65	19.47
23.76	18.57
23.72	18.47
23.45	18.37
23.37	18.48
23.42	17.44
23.37	17.14
23.3	17.31
23.28	18.01
23.06	18.46
23.05	19.52
22.84	18.82
22.74	20.37
22.72	19.45
22.62	18.34
22.61	18.91
22.42	18.4
22.44	18.7
22.33	15.36
22.2	16.33
22.16	15.58
22.15	15.22
22.04	16.95
21.93	17.32
21.86	14.65
21.77	15.6
21.64	16
21.48	15.23
21.46	14.98
21.46	14.55
21.38	16.05
21.25	14.49
21.05	12.9
20.84	13.98
20.7	15.77
20.61	15.75
20.55	16.47
20.49	16.23
20.46	15.6
20.4	14.94
20.42	15.88
20.36	16.09
20.45	18
20.46	18.36
20.5	18.49
20.48	17.63
